owner_gender,geo_zone,vehicle_classification,vehicle_age,claim_frequency,Age_Is_young,Age_Is_lower_middle,Age_Is_upper_middle,Age_Is_old
1,4,1,13,0.0,0,1,0,0
1,4,1,13,0.0,0,1,0,0
1,4,1,13,0.0,0,1,0,0
1,4,1,14,0.0,0,1,0,0
1,4,1,15,0.0,0,1,0,0
1,4,1,15,0.0,0,1,0,0
1,4,1,16,0.0,0,1,0,0
1,4,1,17,0.0,0,1,0,0
1,4,1,18,0.0,0,1,0,0
1,4,1,19,0.0,0,1,0,0
1,4,1,24,0.0,0,1,0,0
1,4,1,28,0.0,0,1,0,0
1,4,1,40,0.0,0,1,0,0
1,4,1,43,0.0,0,1,0,0
1,4,2,4,0.0,0,1,0,0
1,4,2,5,0.0,0,1,0,0
1,4,2,6,0.0,0,1,0,0
1,4,2,6,0.0,0,1,0,0
1,4,2,7,0.0,0,1,0,0
1,4,2,7,0.0,0,1,0,0
1,4,2,8,0.0,0,1,0,0
1,4,2,8,0.0,0,1,0,0
1,4,2,8,0.0,0,1,0,0
1,4,2,9,0.0,0,1,0,0
1,4,2,9,0.0,0,1,0,0
1,4,2,10,0.0,0,1,0,0
1,4,2,10,0.0,0,1,0,0
1,4,2,11,0.0,0,1,0,0
1,4,2,11,0.0,0,1,0,0
1,4,2,12,0.0,0,1,0,0
1,4,2,12,0.0,0,1,0,0
1,4,2,13,0.0,0,1,0,0
1,4,2,13,0.0,0,1,0,0
1,4,2,14,0.0,0,1,0,0
1,4,2,14,0.0,0,1,0,0
1,4,2,15,0.0,0,1,0,0
1,4,2,15,0.0,0,1,0,0
1,4,2,16,0.0,0,1,0,0
1,4,2,17,0.0,0,1,0,0
1,4,2,18,0.0,0,1,0,0
1,4,2,18,0.0,0,1,0,0
1,4,3,0,0.0,0,1,0,0
1,4,3,3,0.0,0,1,0,0
1,4,3,4,0.0,0,1,0,0
1,4,3,4,0.0,0,1,0,0
1,4,3,6,0.0,0,1,0,0
1,4,3,6,0.0,0,1,0,0
1,4,3,7,0.0,0,1,0,0
1,4,3,7,0.0,0,1,0,0
1,4,3,7,0.0,0,1,0,0
1,4,3,8,0.0,0,1,0,0
1,4,3,8,0.0,0,1,0,0
1,4,3,8,0.0,0,1,0,0
1,4,3,9,0.0,0,1,0,0
1,4,3,10,0.0,0,1,0,0
1,4,3,10,0.0,0,1,0,0
1,4,3,11,0.0,0,1,0,0
1,4,3,11,0.0,0,1,0,0
1,4,3,12,0.0,0,1,0,0
1,4,3,13,0.0,0,1,0,0
1,4,3,14,0.0,0,1,0,0
1,4,3,19,0.0,0,1,0,0
1,4,3,19,0.0,0,1,0,0
1,4,5,12,0.0,0,1,0,0
1,4,6,8,0.0,0,1,0,0
1,4,7,10,0.0,0,1,0,0
1,5,1,8,0.0,0,1,0,0
1,5,1,17,0.0,0,1,0,0
1,5,1,18,0.0,0,1,0,0
1,5,2,8,0.0,0,1,0,0
1,5,2,10,0.0,0,1,0,0
1,5,2,13,0.0,0,1,0,0
1,5,2,13,0.0,0,1,0,0
1,5,2,14,0.0,0,1,0,0
1,5,3,11,0.0,0,1,0,0
1,6,1,2,0.0,0,1,0,0
1,6,1,4,0.0,0,1,0,0
1,6,1,4,0.0,0,1,0,0
1,6,1,23,0.0,0,1,0,0
1,6,2,7,0.0,0,1,0,0
1,6,2,9,0.0,0,1,0,0
1,6,2,9,0.0,0,1,0,0
1,6,2,11,0.0,0,1,0,0
1,6,2,12,0.0,0,1,0,0
1,6,2,13,0.0,0,1,0,0
1,6,2,15,0.0,0,1,0,0
1,6,3,5,0.0,0,1,0,0
1,6,3,7,0.0,0,1,0,0
1,6,3,7,0.0,0,1,0,0
1,6,3,8,0.0,0,1,0,0
1,6,3,8,0.0,0,1,0,0
1,6,3,10,0.0,0,1,0,0
1,6,6,7,0.0,0,1,0,0
1,7,1,12,0.0,0,1,0,0
1,7,1,19,0.0,0,1,0,0
1,7,2,12,0.0,0,1,0,0
1,7,2,12,0.0,0,1,0,0
1,7,3,4,0.0,0,1,0,0
0,1,1,8,0.0,1,0,0,0
0,1,2,11,0.0,1,0,0,0
0,1,3,9,0.0,1,0,0,0
0,1,3,9,0.0,1,0,0,0
0,2,1,11,0.0,1,0,0,0
0,2,1,12,0.0,1,0,0,0
0,2,3,24,0.0,1,0,0,0
0,3,1,4,0.0,1,0,0,0
0,3,1,6,0.0,1,0,0,0
0,3,1,6,0.0,1,0,0,0
0,3,1,10,0.0,1,0,0,0
0,3,1,16,0.0,1,0,0,0
0,3,1,17,0.0,1,0,0,0
0,3,1,19,0.0,1,0,0,0
0,3,1,27,0.0,1,0,0,0
0,3,1,38,0.0,1,0,0,0
0,3,2,12,0.0,1,0,0,0
0,3,2,15,0.0,1,0,0,0
0,3,3,7,0.0,1,0,0,0
0,3,3,7,0.0,1,0,0,0
0,3,3,12,0.0,1,0,0,0
0,3,3,12,0.0,1,0,0,0
0,3,5,13,0.0,1,0,0,0
0,4,1,8,0.0,1,0,0,0
0,4,1,13,0.0,1,0,0,0
0,4,1,15,0.0,1,0,0,0
0,4,1,15,0.0,1,0,0,0
0,4,1,16,0.0,1,0,0,0
0,4,1,17,0.0,1,0,0,0
0,4,1,18,0.0,1,0,0,0
0,4,1,18,0.0,1,0,0,0
0,4,1,19,0.0,1,0,0,0
0,4,1,19,0.0,1,0,0,0
0,4,1,20,0.0,1,0,0,0
0,4,2,1,0.0,1,0,0,0
0,4,2,11,0.0,1,0,0,0
0,4,2,14,0.0,1,0,0,0
0,4,2,15,0.0,1,0,0,0
0,4,2,16,1.929649697119096,1,0,0,0
0,4,2,21,0.0,1,0,0,0
0,4,3,1,0.0,1,0,0,0
0,4,3,4,0.0,1,0,0,0
0,4,3,5,0.0,1,0,0,0
0,4,3,8,0.0,1,0,0,0
0,4,3,10,0.0,1,0,0,0
0,4,3,11,0.0,1,0,0,0
0,4,3,11,0.0,1,0,0,0
0,4,3,13,0.0,1,0,0,0
0,5,3,14,0.0,1,0,0,0
0,6,2,12,0.0,1,0,0,0
0,6,2,13,0.0,1,0,0,0
0,6,3,16,0.0,1,0,0,0
0,6,4,13,0.0,1,0,0,0
0,6,5,2,0.0,1,0,0,0
1,1,1,2,0.0,1,0,0,0
1,1,1,3,0.0,1,0,0,0
1,1,1,5,0.0,1,0,0,0
1,1,1,5,0.0,1,0,0,0
1,1,1,6,0.0,1,0,0,0
1,1,1,8,0.0,1,0,0,0
1,1,1,10,0.0,1,0,0,0
1,1,1,15,0.0,1,0,0,0
1,1,2,7,0.0,1,0,0,0
1,1,2,7,0.0,1,0,0,0
1,1,2,9,0.0,1,0,0,0
1,1,2,10,0.0,1,0,0,0
1,1,2,11,0.0,1,0,0,0
1,1,2,11,0.0,1,0,0,0
1,1,2,11,0.0,1,0,0,0
1,1,2,12,1.6958376544938598,1,0,0,0
1,1,2,13,0.0,1,0,0,0
1,1,2,14,0.0,1,0,0,0
1,1,2,17,0.0,1,0,0,0
1,1,3,4,0.0,1,0,0,0
1,1,3,4,0.0,1,0,0,0
1,1,3,4,0.0,1,0,0,0
1,1,3,4,0.0,1,0,0,0
1,1,3,5,0.0,1,0,0,0
1,1,3,5,0.0,1,0,0,0
1,1,3,5,0.0,1,0,0,0
1,1,3,6,0.0,1,0,0,0
1,1,3,7,0.0,1,0,0,0
1,1,3,8,1.0012559023197294,1,0,0,0
1,1,3,8,0.0,1,0,0,0
1,1,3,12,0.0,1,0,0,0
1,1,3,14,0.0,1,0,0,0
1,1,4,3,0.0,1,0,0,0
1,1,5,9,0.0,1,0,0,0
1,1,5,13,0.0,1,0,0,0
1,2,1,1,0.0,1,0,0,0
1,2,1,2,0.0,1,0,0,0
1,2,1,2,0.0,1,0,0,0
1,2,1,3,0.0,1,0,0,0
1,2,1,4,0.0,1,0,0,0
1,2,1,4,0.0,1,0,0,0
1,2,1,6,0.0,1,0,0,0
1,2,1,6,0.0,1,0,0,0
1,2,1,7,0.0,1,0,0,0
1,2,1,7,0.0,1,0,0,0
1,2,1,8,0.3413972100614406,1,0,0,0
1,2,1,8,0.0,1,0,0,0
1,2,1,9,0.0,1,0,0,0
1,2,1,10,0.0,1,0,0,0
1,2,1,10,0.0,1,0,0,0
1,2,1,11,0.0,1,0,0,0
1,2,1,12,0.0,1,0,0,0
1,2,1,13,0.0,1,0,0,0
1,2,1,13,0.0,1,0,0,0
1,2,1,14,0.0,1,0,0,0
1,2,1,15,0.0,1,0,0,0
1,2,1,16,0.0,1,0,0,0
1,2,1,20,0.0,1,0,0,0
1,2,1,20,0.0,1,0,0,0
1,2,1,38,0.0,1,0,0,0
1,2,2,3,0.0,1,0,0,0
1,2,2,6,1.0684944537592131,1,0,0,0
1,2,2,8,0.0,1,0,0,0
1,2,2,8,0.0,1,0,0,0
1,2,2,9,0.0,1,0,0,0
1,2,2,10,0.0,1,0,0,0
1,2,2,10,0.0,1,0,0,0
1,2,2,11,0.0,1,0,0,0
1,2,2,11,0.0,1,0,0,0
1,2,2,12,0.0,1,0,0,0
1,2,2,12,0.0,1,0,0,0
1,2,2,13,0.0,1,0,0,0
1,2,2,13,0.0,1,0,0,0
1,2,2,15,0.0,1,0,0,0
1,2,2,17,0.0,1,0,0,0
1,2,3,3,0.0,1,0,0,0
1,2,3,3,0.0,1,0,0,0
1,2,3,3,0.0,1,0,0,0
1,2,3,3,0.0,1,0,0,0
1,2,3,4,0.0,1,0,0,0
1,2,3,4,0.0,1,0,0,0
1,2,3,5,0.0,1,0,0,0
1,2,3,5,0.0,1,0,0,0
1,2,3,5,0.0,1,0,0,0
1,2,3,6,0.0,1,0,0,0
1,2,3,6,0.0,1,0,0,0
1,2,3,6,0.0,1,0,0,0
1,2,3,7,0.0,1,0,0,0
1,2,3,8,0.0,1,0,0,0
1,2,3,8,0.0,1,0,0,0
1,2,3,8,0.0,1,0,0,0
1,2,3,8,0.0,1,0,0,0
1,2,3,9,0.0,1,0,0,0
1,2,3,9,0.0,1,0,0,0
1,2,3,11,0.0,1,0,0,0
1,2,4,1,0.0,1,0,0,0
1,2,4,3,0.0,1,0,0,0
1,2,4,5,0.0,1,0,0,0
1,2,4,7,0.0,1,0,0,0
1,2,4,9,0.0,1,0,0,0
1,2,4,9,0.0,1,0,0,0
1,2,4,15,0.0,1,0,0,0
1,2,5,15,0.0,1,0,0,0
1,2,6,5,0.0,1,0,0,0
1,2,7,6,0.0,1,0,0,0
1,3,1,0,0.0,1,0,0,0
1,3,1,2,0.0,1,0,0,0
1,3,1,3,0.0,1,0,0,0
1,3,1,3,0.0,1,0,0,0
1,3,1,4,0.0,1,0,0,0
1,3,1,5,0.0,1,0,0,0
1,3,1,6,0.0,1,0,0,0
1,3,1,6,0.0,1,0,0,0
1,3,1,7,0.0,1,0,0,0
1,3,1,7,0.0,1,0,0,0
1,3,1,8,0.0,1,0,0,0
1,3,1,8,0.0,1,0,0,0
1,3,1,8,0.0,1,0,0,0
1,3,1,9,0.0,1,0,0,0
1,3,1,9,0.0,1,0,0,0
1,3,1,11,0.0,1,0,0,0
1,3,1,11,0.0,1,0,0,0
1,3,1,12,0.0,1,0,0,0
1,3,1,14,0.0,1,0,0,0
1,3,1,15,0.0,1,0,0,0
1,3,1,16,0.0,1,0,0,0
1,3,1,18,0.0,1,0,0,0
1,3,1,18,0.0,1,0,0,0
1,3,1,19,0.0,1,0,0,0
1,3,2,4,0.0,1,0,0,0
1,3,2,4,0.0,1,0,0,0
1,3,2,5,0.0,1,0,0,0
1,3,2,7,0.7353966960782482,1,0,0,0
1,3,2,9,0.0,1,0,0,0
1,3,2,9,0.0,1,0,0,0
1,3,2,10,0.0,1,0,0,0
1,3,2,11,0.0,1,0,0,0
1,3,2,11,0.0,1,0,0,0
1,3,2,13,0.0,1,0,0,0
1,3,2,13,0.0,1,0,0,0
1,3,2,13,0.0,1,0,0,0
1,3,2,14,0.0,1,0,0,0
1,3,2,14,0.0,1,0,0,0
1,3,2,15,0.0,1,0,0,0
1,3,2,15,0.0,1,0,0,0
1,3,2,16,0.0,1,0,0,0
1,3,2,16,0.0,1,0,0,0
1,3,3,3,0.0,1,0,0,0
1,3,3,4,0.0,1,0,0,0
1,3,3,4,0.0,1,0,0,0
1,3,3,5,0.0,1,0,0,0
1,3,3,5,0.0,1,0,0,0
1,3,3,5,0.0,1,0,0,0
1,3,3,6,0.0,1,0,0,0
1,3,3,6,0.0,1,0,0,0
1,3,3,6,0.0,1,0,0,0
1,3,3,7,0.0,1,0,0,0
1,3,3,8,0.0,1,0,0,0
1,3,3,8,0.0,1,0,0,0
1,3,3,8,0.0,1,0,0,0
1,3,3,9,0.0,1,0,0,0
1,3,3,10,0.0,1,0,0,0
1,3,3,11,0.0,1,0,0,0
1,3,3,14,0.0,1,0,0,0
1,3,3,17,0.0,1,0,0,0
1,3,3,17,0.0,1,0,0,0
1,3,5,11,0.0,1,0,0,0
1,3,5,15,0.0,1,0,0,0
1,3,6,6,0.0,1,0,0,0
1,3,6,7,0.0,1,0,0,0
1,3,6,11,0.0,1,0,0,0
1,3,7,5,0.0,1,0,0,0
1,3,7,8,0.0,1,0,0,0
1,4,1,1,0.0,1,0,0,0
1,4,1,1,0.0,1,0,0,0
1,4,1,1,0.0,1,0,0,0
1,4,1,2,0.0,1,0,0,0
1,4,1,2,0.0,1,0,0,0
1,4,1,3,0.0,1,0,0,0
1,4,1,3,0.0,1,0,0,0
1,4,1,3,0.0,1,0,0,0
1,4,1,4,0.0,1,0,0,0
1,4,1,4,0.0,1,0,0,0
1,4,1,4,0.0,1,0,0,0
1,4,1,4,0.0,1,0,0,0
1,4,1,5,0.0,1,0,0,0
1,4,1,5,0.0,1,0,0,0
1,4,1,5,0.0,1,0,0,0
1,4,1,6,0.0,1,0,0,0
1,4,1,6,0.0,1,0,0,0
1,4,1,7,0.0,1,0,0,0
1,4,1,7,0.1508942845088585,1,0,0,0
1,4,1,7,0.0,1,0,0,0
1,4,1,8,0.0,1,0,0,0
1,4,1,8,0.0,1,0,0,0
1,4,1,9,0.232717123841412,1,0,0,0
1,4,1,9,0.0,1,0,0,0
1,4,1,9,0.0,1,0,0,0
1,4,1,10,0.0,1,0,0,0
1,4,1,10,0.0,1,0,0,0
1,4,1,10,0.0,1,0,0,0
1,4,1,11,0.0,1,0,0,0
1,4,1,11,0.8467762958722228,1,0,0,0
