owner_age,owner_gender,geo_zone,vehicle_classification,vehicle_age,duration,n_claims,claim_cost,claim_frequency
17,1,4,3,13,1.161644,0,0,0.0
17,1,4,3,14,0.254795,0,0,0.0
17,1,4,3,19,0.553425,0,0,0.0
17,1,4,3,19,0.446575,0,0,0.0
17,1,4,4,1,0.016438,1,20500,60.834651417447375
17,1,4,5,12,0.134247,0,0,0.0
17,1,4,6,8,0.424658,0,0,0.0
17,1,4,7,10,0.210959,0,0,0.0
17,1,5,1,8,0.986301,0,0,0.0
17,1,5,1,17,0.936986,0,0,0.0
17,1,5,1,18,0.926027,0,0,0.0
17,1,5,2,8,1.00274,0,0,0.0
17,1,5,2,10,0.482192,0,0,0.0
17,1,5,2,13,0.89863,0,0,0.0
17,1,5,2,13,0.079452,0,0,0.0
17,1,5,2,14,0.405479,0,0,0.0
17,1,5,3,11,0.969863,0,0,0.0
17,1,6,1,2,0.863014,0,0,0.0
17,1,6,1,4,0.553425,0,0,0.0
17,1,6,1,4,0.317808,0,0,0.0
17,1,6,1,23,1.0,0,0,0.0
17,1,6,2,7,0.452055,0,0,0.0
17,1,6,2,9,1.175342,0,0,0.0
17,1,6,2,9,0.038356,0,0,0.0
17,1,6,2,11,1.216438,0,0,0.0
17,1,6,2,12,0.454795,0,0,0.0
17,1,6,2,13,1.0,0,0,0.0
17,1,6,2,15,0.980822,0,0,0.0
17,1,6,3,5,0.372603,0,0,0.0
17,1,6,3,7,0.750685,0,0,0.0
17,1,6,3,7,0.172603,0,0,0.0
17,1,6,3,8,1.747945,0,0,0.0
17,1,6,3,8,1.057534,0,0,0.0
17,1,6,3,10,0.989041,0,0,0.0
17,1,6,6,7,0.150685,0,0,0.0
17,1,7,1,12,0.934247,0,0,0.0
17,1,7,1,19,0.506849,0,0,0.0
17,1,7,2,12,0.986301,0,0,0.0
17,1,7,2,12,0.139726,0,0,0.0
17,1,7,3,4,0.00274,0,0,0.0
18,0,1,1,8,1.0,0,0,0.0
18,0,1,2,11,0.778082,0,0,0.0
18,0,1,3,9,0.49863,0,0,0.0
18,0,1,3,9,0.50137,0,0,0.0
18,0,2,1,11,0.928767,0,0,0.0
18,0,2,1,12,0.49863,0,0,0.0
18,0,2,3,24,0.756164,0,0,0.0
18,0,3,1,4,0.649315,0,0,0.0
18,0,3,1,6,0.49589,0,0,0.0
18,0,3,1,6,0.50411,0,0,0.0
18,0,3,1,10,0.953425,0,0,0.0
18,0,3,1,16,0.150685,0,0,0.0
18,0,3,1,17,1.0,0,0,0.0
18,0,3,1,19,2.0,0,0,0.0
18,0,3,1,27,0.994521,0,0,0.0
18,0,3,1,38,0.106849,0,0,0.0
18,0,3,2,12,0.994521,0,0,0.0
18,0,3,2,15,0.534247,0,0,0.0
18,0,3,3,7,0.931507,0,0,0.0
18,0,3,3,7,0.071233,0,0,0.0
18,0,3,3,12,1.0,0,0,0.0
18,0,3,3,12,0.753425,0,0,0.0
18,0,3,5,13,0.235616,0,0,0.0
18,0,4,1,8,0.49589,0,0,0.0
18,0,4,1,13,0.923288,0,0,0.0
18,0,4,1,15,0.827397,0,0,0.0
18,0,4,1,15,0.49589,0,0,0.0
18,0,4,1,16,0.29589,0,0,0.0
18,0,4,1,17,0.649315,0,0,0.0
18,0,4,1,18,1.49589,0,0,0.0
18,0,4,1,18,0.50411,0,0,0.0
18,0,4,1,19,0.49863,0,0,0.0
18,0,4,1,19,0.50137,0,0,0.0
18,0,4,1,20,1.0,0,0,0.0
18,0,4,2,1,0.958904,0,0,0.0
18,0,4,2,11,0.994521,0,0,0.0
18,0,4,2,14,0.4,0,0,0.0
18,0,4,2,15,1.0,0,0,0.0
18,0,4,2,16,0.169863,1,2284,5.887097248959456
18,0,4,2,21,0.49863,0,0,0.0
18,0,4,3,1,0.189041,0,0,0.0
18,0,4,3,4,0.20274,0,0,0.0
18,0,4,3,5,0.931507,0,0,0.0
18,0,4,3,8,0.509589,0,0,0.0
18,0,4,3,10,1.0,0,0,0.0
18,0,4,3,11,0.846575,0,0,0.0
18,0,4,3,11,0.093151,0,0,0.0
18,0,4,3,13,0.391781,0,0,0.0
18,0,5,3,14,0.424658,0,0,0.0
18,0,6,2,12,0.526027,0,0,0.0
18,0,6,2,13,0.980822,0,0,0.0
18,0,6,3,16,0.49863,0,0,0.0
18,0,6,4,13,0.405479,0,0,0.0
18,0,6,5,2,0.224658,0,0,0.0
18,1,1,1,2,1.0,0,0,0.0
18,1,1,1,3,0.361644,0,0,0.0
18,1,1,1,5,1.446575,0,0,0.0
18,1,1,1,5,0.227397,0,0,0.0
18,1,1,1,6,0.126027,0,0,0.0
18,1,1,1,8,1.0,0,0,0.0
18,1,1,1,10,0.969863,0,0,0.0
18,1,1,1,15,0.49863,0,0,0.0
18,1,1,2,7,0.49589,0,0,0.0
18,1,1,2,7,0.252055,0,0,0.0
18,1,1,2,9,0.939726,0,0,0.0
18,1,1,2,10,0.246575,0,0,0.0
18,1,1,2,11,0.591781,0,0,0.0
18,1,1,2,11,0.610959,0,0,0.0
18,1,1,2,11,0.00274,0,0,0.0
18,1,1,2,12,0.224658,1,5100,4.45121028407624
18,1,1,2,13,0.421918,0,0,0.0
18,1,1,2,14,0.923288,0,0,0.0
18,1,1,2,17,0.928767,0,0,0.0
18,1,1,3,4,1.69589,0,0,0.0
18,1,1,3,4,0.30137,0,0,0.0
18,1,1,3,4,0.180822,0,0,0.0
18,1,1,3,4,0.449315,0,0,0.0
18,1,1,3,5,0.260274,0,0,0.0
18,1,1,3,5,0.739726,0,0,0.0
18,1,1,3,5,0.249315,0,0,0.0
18,1,1,3,6,0.449315,0,0,0.0
18,1,1,3,7,0.794521,0,0,0.0
18,1,1,3,8,0.580822,1,5929,1.7216978695710563
18,1,1,3,8,0.287671,0,0,0.0
18,1,1,3,12,0.328767,0,0,0.0
18,1,1,3,14,0.463014,0,0,0.0
18,1,1,4,3,0.106849,1,14500,9.35900195603141
18,1,1,4,3,0.512329,0,0,0.0
18,1,1,5,9,0.063014,0,0,0.0
18,1,1,5,13,0.432877,0,0,0.0
18,1,2,1,1,0.49589,0,0,0.0
18,1,2,1,2,1.742466,0,0,0.0
18,1,2,1,2,0.013699,0,0,0.0
18,1,2,1,3,0.405479,0,0,0.0
18,1,2,1,4,0.49589,0,0,0.0
18,1,2,1,4,0.520548,0,0,0.0
18,1,2,1,6,1.630137,0,0,0.0
18,1,2,1,6,1.00274,0,0,0.0
18,1,2,1,7,1.835616,0,0,0.0
18,1,2,1,7,1.0,0,0,0.0
18,1,2,1,8,2.457534,1,9616,0.406911969478347
18,1,2,1,8,2.50137,0,0,0.0
18,1,2,1,9,1.276712,0,0,0.0
18,1,2,1,10,1.89589,0,0,0.0
18,1,2,1,10,0.265753,0,0,0.0
18,1,2,1,11,1.709589,0,0,0.0
18,1,2,1,12,0.942466,0,0,0.0
18,1,2,1,13,0.964384,0,0,0.0
18,1,2,1,13,1.0,0,0,0.0
18,1,2,1,14,2.490411,0,0,0.0
18,1,2,1,15,1.0,0,0,0.0
18,1,2,1,16,0.441096,0,0,0.0
18,1,2,1,20,0.991781,0,0,0.0
18,1,2,1,20,1.0,0,0,0.0
18,1,2,1,38,0.523288,0,0,0.0
18,1,2,2,3,0.430137,0,0,0.0
18,1,2,2,6,0.523288,1,5800,1.9109935637736772
18,1,2,2,8,0.523288,0,0,0.0
18,1,2,2,8,0.386301,0,0,0.0
18,1,2,2,9,0.884932,0,0,0.0
18,1,2,2,10,0.986301,0,0,0.0
18,1,2,2,10,0.20274,0,0,0.0
18,1,2,2,11,1.868493,0,0,0.0
18,1,2,2,11,0.572603,0,0,0.0
18,1,2,2,12,0.432877,0,0,0.0
18,1,2,2,12,0.410959,0,0,0.0
18,1,2,2,13,0.356164,0,0,0.0
18,1,2,2,13,1.10411,0,0,0.0
18,1,2,2,15,0.561644,0,0,0.0
18,1,2,2,17,0.493151,0,0,0.0
18,1,2,3,3,0.542466,0,0,0.0
18,1,2,3,3,0.641096,0,0,0.0
18,1,2,3,3,0.468493,0,0,0.0
18,1,2,3,3,0.682192,0,0,0.0
18,1,2,3,4,0.358904,0,0,0.0
18,1,2,3,4,0.265753,0,0,0.0
18,1,2,3,5,1.484932,0,0,0.0
18,1,2,3,5,0.49863,0,0,0.0
18,1,2,3,5,1.008219,0,0,0.0
18,1,2,3,6,1.035616,0,0,0.0
18,1,2,3,6,2.142466,0,0,0.0
18,1,2,3,6,0.40274,0,0,0.0
18,1,2,3,7,1.619178,0,0,0.0
18,1,2,3,8,0.136986,0,0,0.0
18,1,2,3,8,2.358904,0,0,0.0
18,1,2,3,8,0.665753,0,0,0.0
18,1,2,3,8,1.0,0,0,0.0
18,1,2,3,9,0.739726,0,0,0.0
18,1,2,3,9,1.0,0,0,0.0
18,1,2,3,11,0.789041,0,0,0.0
18,1,2,4,1,0.405479,0,0,0.0
18,1,2,4,3,0.030137,0,0,0.0
18,1,2,4,5,0.934247,0,0,0.0
18,1,2,4,7,0.791781,0,0,0.0
18,1,2,4,9,0.035616,0,0,0.0
18,1,2,4,9,0.065753,0,0,0.0
18,1,2,4,15,0.493151,0,0,0.0
18,1,2,5,15,0.353425,0,0,0.0
18,1,2,6,5,0.953425,0,0,0.0
18,1,2,7,6,0.010959,0,0,0.0
18,1,3,1,0,0.446575,0,0,0.0
18,1,3,1,2,1.0,0,0,0.0
18,1,3,1,3,1.0,0,0,0.0
18,1,3,1,3,0.49589,0,0,0.0
18,1,3,1,4,0.054795,0,0,0.0
18,1,3,1,5,1.00274,0,0,0.0
18,1,3,1,6,0.50137,0,0,0.0
18,1,3,1,6,1.194521,0,0,0.0
18,1,3,1,7,0.994521,0,0,0.0
