owner_age,owner_gender,geo_zone,vehicle_classification,vehicle_age,claim_frequency
16,1,4,1,12,0.0
16,1,4,1,13,0.0
16,1,4,1,14,0.0
16,1,4,1,15,0.0
16,1,4,1,17,0.0
16,1,4,1,23,0.0
16,1,4,2,5,0.0
16,1,4,2,6,0.0
16,1,4,2,7,0.0
16,1,4,2,7,0.0
16,1,4,2,8,0.0
16,1,4,2,9,0.0
16,1,4,2,10,0.0
16,1,4,2,10,0.0
16,1,4,2,11,0.0
16,1,4,2,12,0.0
16,1,4,2,12,0.0
16,1,4,2,13,0.0
16,1,4,2,14,0.0
16,1,4,2,15,0.0
16,1,4,2,17,0.0
16,1,4,3,3,0.0
16,1,4,3,3,0.0
16,1,4,3,4,0.0
16,1,4,3,5,0.0
16,1,4,3,6,0.0
16,1,4,3,7,0.0
16,1,4,3,7,0.0
16,1,4,3,8,0.0
16,1,4,3,9,0.0
16,1,4,3,10,0.0
16,1,4,3,11,0.0
16,1,4,3,12,0.0
16,1,4,3,18,0.0
16,1,5,2,7,0.0
16,1,5,2,8,0.0
16,1,5,2,9,0.0
16,1,5,2,12,0.0
16,1,5,2,13,0.0
16,1,5,2,16,0.0
16,1,5,3,7,0.0
16,1,6,1,1,0.0
16,1,6,1,3,0.0
16,1,6,1,10,0.0
16,1,6,1,22,0.0
16,1,6,2,7,0.0
16,1,6,2,8,0.0
16,1,6,2,10,0.0
16,1,6,3,4,0.0
16,1,6,3,6,0.0
16,1,7,1,16,0.0
17,0,1,1,7,0.0
17,0,1,1,12,0.0
17,0,1,3,8,0.0
17,0,1,3,8,0.0
17,0,2,1,10,0.0
17,0,2,2,13,0.0
17,0,2,3,15,0.0
17,0,2,3,23,0.0
17,0,3,1,5,0.0
17,0,3,1,16,0.0
17,0,3,1,18,0.0
17,0,3,2,11,0.0
17,0,3,3,8,0.0
17,0,4,1,3,0.0
17,0,4,1,7,0.0
17,0,4,1,11,0.0
17,0,4,1,14,0.0
17,0,4,1,14,0.0
17,0,4,1,15,0.0
17,0,4,1,15,0.0
17,0,4,1,17,0.0
17,0,4,1,17,0.0
17,0,4,1,18,0.0
17,0,4,1,18,0.0
17,0,4,1,19,0.0
17,0,4,2,0,0.0
17,0,4,2,5,0.0
17,0,4,2,10,0.0
17,0,4,2,11,0.0
17,0,4,2,11,0.0
17,0,4,2,13,0.0
17,0,4,2,13,0.0
17,0,4,2,14,0.0
17,0,4,2,17,0.0
17,0,4,3,3,0.0
17,0,4,3,4,0.0
17,0,4,3,8,0.0
17,0,4,3,9,0.0
17,0,4,3,10,0.0
17,0,4,3,15,0.0
17,0,6,1,12,0.0
17,0,6,2,11,0.0
17,1,1,1,1,0.0
17,1,1,1,2,0.0
17,1,1,1,2,0.0
17,1,1,1,4,0.0
17,1,1,1,7,0.0
17,1,1,1,8,0.0
17,1,1,1,9,0.0
17,1,1,1,10,0.0
17,1,1,1,14,0.0
17,1,1,1,16,0.0
17,1,1,1,46,0.0
17,1,1,2,8,0.0
17,1,1,2,8,0.0
17,1,1,2,9,0.0
17,1,1,2,10,1.2829153355207674
17,1,1,2,14,0.0
17,1,1,3,3,0.0
17,1,1,3,3,0.0
17,1,1,3,4,0.0
17,1,1,3,4,0.0
17,1,1,3,5,0.0
17,1,1,3,7,0.0
17,1,1,3,7,0.0
17,1,2,1,0,0.0
17,1,2,1,2,0.0
17,1,2,1,5,0.0
17,1,2,1,6,0.0
17,1,2,1,7,0.0
17,1,2,1,7,0.0
17,1,2,1,7,0.0
17,1,2,1,8,0.0
17,1,2,1,9,0.0
17,1,2,1,10,0.0
17,1,2,1,12,0.0
17,1,2,1,13,0.0
17,1,2,1,14,0.0
17,1,2,1,16,0.0
17,1,2,1,19,0.0
17,1,2,2,6,0.0
17,1,2,2,7,0.0
17,1,2,2,9,0.0
17,1,2,2,10,0.0
17,1,2,2,10,0.0
17,1,2,2,11,0.523946654018143
17,1,2,2,11,0.0
17,1,2,2,13,0.0
17,1,2,2,13,0.0
17,1,2,2,14,0.0
17,1,2,3,3,0.0
17,1,2,3,3,0.0
17,1,2,3,4,0.0
17,1,2,3,5,0.0
17,1,2,3,5,0.0
17,1,2,3,5,0.0
17,1,2,3,6,0.0
17,1,2,3,7,0.0
17,1,2,3,7,0.0
17,1,2,3,7,0.0
17,1,2,3,8,0.0
17,1,2,3,8,0.0
17,1,2,3,9,0.8225175765361258
17,1,2,3,10,0.0
17,1,2,4,6,0.0
17,1,3,1,1,0.0
17,1,3,1,4,0.0
17,1,3,1,5,0.0
17,1,3,1,6,0.0
17,1,3,1,6,0.0
17,1,3,1,7,0.0
17,1,3,1,7,1.8637313294823998
17,1,3,1,8,0.0
17,1,3,1,9,0.0
17,1,3,1,10,0.0
17,1,3,1,11,0.0
17,1,3,1,11,0.0
17,1,3,1,12,0.0
17,1,3,1,12,0.0
17,1,3,1,13,0.0
17,1,3,1,13,0.0
17,1,3,1,14,0.0
17,1,3,1,15,0.0
17,1,3,1,16,0.0
17,1,3,1,17,0.0
17,1,3,1,17,0.0
17,1,3,1,18,0.0
17,1,3,2,3,0.0
17,1,3,2,3,0.0
17,1,3,2,4,0.0
17,1,3,2,6,0.0
17,1,3,2,6,0.0
17,1,3,2,8,0.0
17,1,3,2,10,0.0
17,1,3,2,11,0.0
17,1,3,2,12,0.0
17,1,3,2,12,0.0
17,1,3,2,13,0.0
17,1,3,2,14,0.0
17,1,3,2,15,0.0
17,1,3,2,16,0.0
17,1,3,2,17,0.0
17,1,3,3,3,0.0
17,1,3,3,3,0.0
17,1,3,3,4,0.23301557704152787
17,1,3,3,4,0.0
17,1,3,3,5,0.3213759353628276
17,1,3,3,5,0.0
17,1,3,3,6,0.0
17,1,3,3,7,0.0
17,1,3,3,7,0.0
17,1,3,3,8,0.0
17,1,3,3,8,0.0
17,1,3,3,9,0.0
17,1,3,3,10,0.0
17,1,3,3,12,0.0
17,1,3,3,13,0.0
17,1,3,5,3,0.0
17,1,4,1,0,0.0
17,1,4,1,0,0.0
17,1,4,1,1,0.0
17,1,4,1,1,0.0
17,1,4,1,2,0.0
17,1,4,1,2,0.0
17,1,4,1,4,0.0
17,1,4,1,4,0.0
17,1,4,1,5,0.0
17,1,4,1,5,0.0
17,1,4,1,6,0.6436762266531252
17,1,4,1,7,0.0
17,1,4,1,7,0.0
17,1,4,1,8,0.0
17,1,4,1,8,0.0
17,1,4,1,8,0.0
17,1,4,1,9,0.0
17,1,4,1,9,0.0
17,1,4,1,10,0.0
17,1,4,1,11,0.0
17,1,4,1,11,0.0
17,1,4,1,12,0.0
17,1,4,1,12,0.0
17,1,4,1,13,0.0
17,1,4,1,13,0.0
17,1,4,1,13,0.0
17,1,4,1,14,0.0
17,1,4,1,15,0.0
17,1,4,1,15,0.0
17,1,4,1,16,0.0
17,1,4,1,17,0.0
17,1,4,1,18,0.0
17,1,4,1,19,0.0
17,1,4,1,24,0.0
17,1,4,1,28,0.0
17,1,4,1,40,0.0
17,1,4,1,43,0.0
17,1,4,2,4,0.0
17,1,4,2,5,0.0
17,1,4,2,6,0.0
17,1,4,2,6,0.0
17,1,4,2,7,0.0
17,1,4,2,7,0.0
17,1,4,2,8,0.0
17,1,4,2,8,0.0
17,1,4,2,8,0.0
17,1,4,2,9,0.0
17,1,4,2,9,0.0
17,1,4,2,10,0.0
17,1,4,2,10,0.0
17,1,4,2,11,0.0
17,1,4,2,11,0.0
17,1,4,2,12,0.0
17,1,4,2,12,0.0
17,1,4,2,13,0.0
17,1,4,2,13,0.0
17,1,4,2,14,0.0
17,1,4,2,14,0.0
17,1,4,2,15,0.0
17,1,4,2,15,0.0
17,1,4,2,16,0.0
17,1,4,2,17,0.0
17,1,4,2,18,0.0
17,1,4,2,18,0.0
17,1,4,3,0,0.0
17,1,4,3,3,0.0
17,1,4,3,4,0.0
17,1,4,3,4,0.0
17,1,4,3,6,0.0
17,1,4,3,6,0.0
17,1,4,3,7,0.0
17,1,4,3,7,0.0
17,1,4,3,7,0.0
17,1,4,3,8,0.0
17,1,4,3,8,0.0
17,1,4,3,8,0.0
17,1,4,3,9,0.0
17,1,4,3,10,0.0
17,1,4,3,10,0.0
17,1,4,3,11,0.0
17,1,4,3,11,0.0
17,1,4,3,12,0.0
17,1,4,3,13,0.0
17,1,4,3,14,0.0
17,1,4,3,19,0.0
17,1,4,3,19,0.0
17,1,4,5,12,0.0
17,1,4,6,8,0.0
17,1,4,7,10,0.0
17,1,5,1,8,0.0
17,1,5,1,17,0.0
17,1,5,1,18,0.0
17,1,5,2,8,0.0
17,1,5,2,10,0.0
17,1,5,2,13,0.0
17,1,5,2,13,0.0
17,1,5,2,14,0.0
17,1,5,3,11,0.0
17,1,6,1,2,0.0
17,1,6,1,4,0.0
17,1,6,1,4,0.0
17,1,6,1,23,0.0
17,1,6,2,7,0.0
17,1,6,2,9,0.0
17,1,6,2,9,0.0
17,1,6,2,11,0.0
17,1,6,2,12,0.0
17,1,6,2,13,0.0
17,1,6,2,15,0.0
17,1,6,3,5,0.0
17,1,6,3,7,0.0
17,1,6,3,7,0.0
17,1,6,3,8,0.0
17,1,6,3,8,0.0
17,1,6,3,10,0.0
17,1,6,6,7,0.0
17,1,7,1,12,0.0
17,1,7,1,19,0.0
17,1,7,2,12,0.0
17,1,7,2,12,0.0
17,1,7,3,4,0.0
18,0,1,1,8,0.0
18,0,1,2,11,0.0
18,0,1,3,9,0.0
18,0,1,3,9,0.0
18,0,2,1,11,0.0
18,0,2,1,12,0.0
18,0,2,3,24,0.0
18,0,3,1,4,0.0
18,0,3,1,6,0.0
18,0,3,1,6,0.0
18,0,3,1,10,0.0
18,0,3,1,16,0.0
18,0,3,1,17,0.0
18,0,3,1,19,0.0
18,0,3,1,27,0.0
18,0,3,1,38,0.0
18,0,3,2,12,0.0
18,0,3,2,15,0.0
18,0,3,3,7,0.0
18,0,3,3,7,0.0
18,0,3,3,12,0.0
18,0,3,3,12,0.0
18,0,3,5,13,0.0
18,0,4,1,8,0.0
18,0,4,1,13,0.0
18,0,4,1,15,0.0
18,0,4,1,15,0.0
18,0,4,1,16,0.0
18,0,4,1,17,0.0
18,0,4,1,18,0.0
18,0,4,1,18,0.0
18,0,4,1,19,0.0
18,0,4,1,19,0.0
18,0,4,1,20,0.0
18,0,4,2,1,0.0
18,0,4,2,11,0.0
18,0,4,2,14,0.0
18,0,4,2,15,0.0
18,0,4,2,16,1.9296496971190957
18,0,4,2,21,0.0
18,0,4,3,1,0.0
18,0,4,3,4,0.0
18,0,4,3,5,0.0
18,0,4,3,8,0.0
18,0,4,3,10,0.0
18,0,4,3,11,0.0
18,0,4,3,11,0.0
18,0,4,3,13,0.0
18,0,5,3,14,0.0
18,0,6,2,12,0.0
18,0,6,2,13,0.0
18,0,6,3,16,0.0
18,0,6,4,13,0.0
18,0,6,5,2,0.0
18,1,1,1,2,0.0
18,1,1,1,3,0.0
18,1,1,1,5,0.0
18,1,1,1,5,0.0
18,1,1,1,6,0.0
18,1,1,1,8,0.0
18,1,1,1,10,0.0
18,1,1,1,15,0.0
18,1,1,2,7,0.0
18,1,1,2,7,0.0
18,1,1,2,9,0.0
18,1,1,2,10,0.0
18,1,1,2,11,0.0
18,1,1,2,11,0.0
18,1,1,2,11,0.0
18,1,1,2,12,1.6958376544938598
18,1,1,2,13,0.0
18,1,1,2,14,0.0
18,1,1,2,17,0.0
18,1,1,3,4,0.0
18,1,1,3,4,0.0
18,1,1,3,4,0.0
18,1,1,3,4,0.0
18,1,1,3,5,0.0
18,1,1,3,5,0.0
18,1,1,3,5,0.0
18,1,1,3,6,0.0
18,1,1,3,7,0.0
18,1,1,3,8,1.0012559023197294
18,1,1,3,8,0.0
18,1,1,3,12,0.0
18,1,1,3,14,0.0
18,1,1,4,3,0.0
18,1,1,5,9,0.0
18,1,1,5,13,0.0
18,1,2,1,1,0.0
18,1,2,1,2,0.0
18,1,2,1,2,0.0
18,1,2,1,3,0.0
18,1,2,1,4,0.0
18,1,2,1,4,0.0
18,1,2,1,6,0.0
18,1,2,1,6,0.0
18,1,2,1,7,0.0
18,1,2,1,7,0.0
18,1,2,1,8,0.3413972100614406
18,1,2,1,8,0.0
18,1,2,1,9,0.0
18,1,2,1,10,0.0
18,1,2,1,10,0.0
18,1,2,1,11,0.0
18,1,2,1,12,0.0
18,1,2,1,13,0.0
18,1,2,1,13,0.0
18,1,2,1,14,0.0
18,1,2,1,15,0.0
18,1,2,1,16,0.0
18,1,2,1,20,0.0
18,1,2,1,20,0.0
18,1,2,1,38,0.0
18,1,2,2,3,0.0
18,1,2,2,6,1.0684944537592131
18,1,2,2,8,0.0
18,1,2,2,8,0.0
18,1,2,2,9,0.0
18,1,2,2,10,0.0
18,1,2,2,10,0.0
18,1,2,2,11,0.0
18,1,2,2,11,0.0
18,1,2,2,12,0.0
18,1,2,2,12,0.0
18,1,2,2,13,0.0
18,1,2,2,13,0.0
18,1,2,2,15,0.0
18,1,2,2,17,0.0
18,1,2,3,3,0.0
18,1,2,3,3,0.0
18,1,2,3,3,0.0
18,1,2,3,3,0.0
18,1,2,3,4,0.0
18,1,2,3,4,0.0
18,1,2,3,5,0.0
18,1,2,3,5,0.0
18,1,2,3,5,0.0
18,1,2,3,6,0.0
18,1,2,3,6,0.0
18,1,2,3,6,0.0
18,1,2,3,7,0.0
18,1,2,3,8,0.0
18,1,2,3,8,0.0
18,1,2,3,8,0.0
18,1,2,3,8,0.0
18,1,2,3,9,0.0
18,1,2,3,9,0.0
18,1,2,3,11,0.0
18,1,2,4,1,0.0
18,1,2,4,3,0.0
18,1,2,4,5,0.0
18,1,2,4,7,0.0
18,1,2,4,9,0.0
18,1,2,4,9,0.0
18,1,2,4,15,0.0
18,1,2,5,15,0.0
18,1,2,6,5,0.0
18,1,2,7,6,0.0
18,1,3,1,0,0.0
18,1,3,1,2,0.0
18,1,3,1,3,0.0
18,1,3,1,3,0.0
18,1,3,1,4,0.0
18,1,3,1,5,0.0
18,1,3,1,6,0.0
18,1,3,1,6,0.0
18,1,3,1,7,0.0
18,1,3,1,7,0.0
18,1,3,1,8,0.0
18,1,3,1,8,0.0
18,1,3,1,8,0.0
18,1,3,1,9,0.0
18,1,3,1,9,0.0
18,1,3,1,11,0.0
18,1,3,1,11,0.0
18,1,3,1,12,0.0
18,1,3,1,14,0.0
18,1,3,1,15,0.0
18,1,3,1,16,0.0
18,1,3,1,18,0.0
18,1,3,1,18,0.0
18,1,3,1,19,0.0
18,1,3,2,4,0.0
18,1,3,2,4,0.0
18,1,3,2,5,0.0
18,1,3,2,7,0.7353966960782482
18,1,3,2,9,0.0
18,1,3,2,9,0.0
18,1,3,2,10,0.0
18,1,3,2,11,0.0
18,1,3,2,11,0.0
18,1,3,2,13,0.0
18,1,3,2,13,0.0
18,1,3,2,13,0.0
18,1,3,2,14,0.0
18,1,3,2,14,0.0
18,1,3,2,15,0.0
18,1,3,2,15,0.0
18,1,3,2,16,0.0
18,1,3,2,16,0.0
18,1,3,3,3,0.0
18,1,3,3,4,0.0
18,1,3,3,4,0.0
18,1,3,3,5,0.0
18,1,3,3,5,0.0
18,1,3,3,5,0.0
18,1,3,3,6,0.0
18,1,3,3,6,0.0
18,1,3,3,6,0.0
18,1,3,3,7,0.0
18,1,3,3,8,0.0
18,1,3,3,8,0.0
18,1,3,3,8,0.0
18,1,3,3,9,0.0
18,1,3,3,10,0.0
18,1,3,3,11,0.0
18,1,3,3,14,0.0
18,1,3,3,17,0.0
18,1,3,3,17,0.0
18,1,3,5,11,0.0
18,1,3,5,15,0.0
18,1,3,6,6,0.0
18,1,3,6,7,0.0
18,1,3,6,11,0.0
18,1,3,7,5,0.0
18,1,3,7,8,0.0
18,1,4,1,1,0.0
18,1,4,1,1,0.0
18,1,4,1,1,0.0
18,1,4,1,2,0.0
18,1,4,1,2,0.0
18,1,4,1,3,0.0
18,1,4,1,3,0.0
18,1,4,1,3,0.0
18,1,4,1,4,0.0
18,1,4,1,4,0.0
18,1,4,1,4,0.0
18,1,4,1,4,0.0
18,1,4,1,5,0.0
18,1,4,1,5,0.0
18,1,4,1,5,0.0
18,1,4,1,6,0.0
18,1,4,1,6,0.0
18,1,4,1,7,0.0
18,1,4,1,7,0.1508942845088585
18,1,4,1,7,0.0
18,1,4,1,8,0.0
18,1,4,1,8,0.0
18,1,4,1,9,0.23271712384141208
18,1,4,1,9,0.0
18,1,4,1,9,0.0
18,1,4,1,10,0.0
18,1,4,1,10,0.0
18,1,4,1,10,0.0
18,1,4,1,11,0.0
18,1,4,1,11,0.8467762958722228
18,1,4,1,11,0.0
18,1,4,1,12,0.0
18,1,4,1,12,0.19886075923969496
18,1,4,1,12,0.0
18,1,4,1,13,0.0
18,1,4,1,13,0.0
18,1,4,1,13,0.0
18,1,4,1,14,0.0
18,1,4,1,14,0.0
18,1,4,1,15,0.0
18,1,4,1,16,0.0
18,1,4,1,16,0.0
18,1,4,1,17,0.0
18,1,4,1,17,0.0
18,1,4,1,18,0.0
18,1,4,1,18,0.0
18,1,4,1,18,0.0
18,1,4,1,19,0.0
18,1,4,1,25,0.0
18,1,4,1,44,0.0
18,1,4,2,0,0.0
18,1,4,2,1,0.0
18,1,4,2,4,0.0
18,1,4,2,5,0.0
18,1,4,2,5,0.0
18,1,4,2,6,0.0
18,1,4,2,7,0.0
18,1,4,2,7,0.0
18,1,4,2,8,0.0
18,1,4,2,8,0.0
18,1,4,2,8,0.0
18,1,4,2,8,0.0
18,1,4,2,9,0.0
18,1,4,2,9,0.0
18,1,4,2,9,0.0
18,1,4,2,9,0.0
18,1,4,2,10,0.0
18,1,4,2,10,0.0
18,1,4,2,10,0.0
18,1,4,2,11,0.23650420308011888
18,1,4,2,11,0.0
18,1,4,2,11,0.0
18,1,4,2,12,0.0
18,1,4,2,12,0.0
18,1,4,2,12,0.0
18,1,4,2,13,0.0
18,1,4,2,13,0.2721377384296336
18,1,4,2,13,0.0
18,1,4,2,14,0.0
18,1,4,2,14,0.0
18,1,4,2,14,0.0
18,1,4,2,15,0.0
18,1,4,2,15,0.0
18,1,4,2,15,0.0
18,1,4,2,16,0.0
18,1,4,2,16,0.0
18,1,4,2,17,0.0
18,1,4,2,18,0.0
18,1,4,2,19,0.0
18,1,4,2,19,0.0
18,1,4,2,21,0.0
18,1,4,3,1,0.0
18,1,4,3,1,0.0
18,1,4,3,1,0.0
18,1,4,3,1,0.0
18,1,4,3,3,0.0
18,1,4,3,3,0.0
18,1,4,3,3,0.0
18,1,4,3,4,0.5553923283218318
18,1,4,3,4,0.0
18,1,4,3,5,0.0
18,1,4,3,5,0.0
18,1,4,3,5,0.37508306341852193
18,1,4,3,6,0.0
18,1,4,3,6,0.44128978040234285
18,1,4,3,6,0.0
18,1,4,3,7,0.0
18,1,4,3,7,0.0
18,1,4,3,7,0.0
18,1,4,3,8,0.0
18,1,4,3,8,0.0
18,1,4,3,8,0.0
18,1,4,3,9,0.0
18,1,4,3,9,0.0
18,1,4,3,9,0.0
18,1,4,3,10,0.0
18,1,4,3,10,0.0
18,1,4,3,11,0.0
18,1,4,3,11,0.0
18,1,4,3,11,0.0
18,1,4,3,11,0.0
18,1,4,3,12,0.0
18,1,4,3,12,0.0
18,1,4,3,12,0.0
18,1,4,3,13,0.0
18,1,4,3,14,0.0
18,1,4,3,15,0.0
18,1,4,3,16,0.0
18,1,4,3,16,0.0
18,1,4,3,20,0.0
18,1,4,4,1,0.0
18,1,4,4,1,0.0
18,1,4,4,4,0.0
18,1,4,4,4,0.0
18,1,4,4,6,0.0
18,1,4,4,6,0.0
18,1,4,4,9,0.0
18,1,4,4,10,0.0
18,1,4,4,11,0.0
18,1,4,4,12,0.0
18,1,4,5,4,0.0
18,1,4,5,9,0.0
18,1,4,5,11,0.0
18,1,4,5,12,0.0
18,1,4,5,13,0.0
18,1,4,5,16,0.0
18,1,4,6,3,0.0
18,1,4,6,7,0.0
18,1,4,6,9,0.0
18,1,4,6,9,0.0
18,1,4,6,10,0.0
18,1,4,6,13,0.0
18,1,4,6,13,0.0
18,1,4,7,11,0.0
18,1,5,2,8,0.0
18,1,5,2,8,0.0
18,1,5,2,9,0.0
18,1,5,2,11,0.0
18,1,5,2,11,0.0
18,1,5,2,16,0.0
18,1,5,3,5,0.0
18,1,5,3,12,0.0
18,1,5,3,12,0.0
18,1,6,1,3,0.0
18,1,6,1,5,0.0
18,1,6,1,5,0.0
18,1,6,1,16,0.0
18,1,6,1,24,0.0
18,1,6,2,7,0.0
18,1,6,2,8,0.0
18,1,6,2,10,0.0
18,1,6,2,10,0.0
18,1,6,2,13,0.0
18,1,6,2,14,0.0
18,1,6,2,16,0.0
18,1,6,3,5,0.0
18,1,6,3,9,0.0
18,1,6,3,9,0.0
18,1,6,6,8,0.0
18,1,7,3,3,0.0
18,1,7,3,3,0.0
18,1,7,3,3,0.0
18,1,7,3,5,0.0
19,0,1,2,5,0.0
19,0,1,2,5,0.0
19,0,1,2,7,0.0
19,0,1,3,10,0.0
19,0,1,3,15,0.0
19,0,2,1,12,0.0
19,0,2,2,8,0.0
19,0,2,3,17,0.0
19,0,2,3,17,0.0
19,0,2,4,15,0.0
19,0,3,1,7,0.0
19,0,3,1,8,0.0
19,0,3,1,18,0.0
19,0,3,2,13,0.0
19,0,3,2,13,0.0
19,0,3,2,18,0.0
19,0,3,3,0,0.0
19,0,3,3,0,0.0
19,0,3,3,3,0.0
19,0,3,3,12,0.0
19,0,3,3,13,0.0
19,0,3,3,17,0.0
19,0,3,3,46,0.0
19,0,3,3,46,0.0
19,0,3,4,2,0.0
19,0,3,5,14,0.0
19,0,4,1,11,0.0
19,0,4,1,13,0.0
19,0,4,1,16,0.0
19,0,4,1,18,0.0
19,0,4,1,19,0.0
19,0,4,1,20,0.0
19,0,4,2,7,0.0
19,0,4,2,10,0.0
19,0,4,2,11,0.0
19,0,4,2,11,0.0
19,0,4,2,12,0.0
19,0,4,2,16,0.0
19,0,4,2,17,0.0
19,0,4,2,22,0.0
19,0,4,3,3,0.0
19,0,4,3,3,0.0
19,0,4,3,7,0.0
19,0,4,3,11,0.0
19,0,4,3,12,0.0
19,0,4,3,15,0.0
19,0,4,3,16,0.0
19,0,4,4,9,0.0
19,0,4,4,10,0.0
19,0,4,5,7,0.0
19,0,4,5,13,0.0
19,0,4,5,16,0.0
19,0,5,3,11,0.0
19,0,5,3,15,0.0
19,0,5,3,15,0.0
19,0,5,4,14,0.0
19,0,6,3,11,0.0
19,0,6,3,14,0.0
19,0,6,3,17,0.0
19,0,6,4,14,0.0
19,0,6,5,3,0.0
19,1,1,1,3,0.0
19,1,1,1,3,0.0
19,1,1,1,6,0.0
19,1,1,1,7,0.0
19,1,1,1,8,0.0
19,1,1,1,12,0.0
19,1,1,1,16,0.0
19,1,1,2,5,0.0
19,1,1,2,6,0.0
19,1,1,2,8,0.0
19,1,1,2,8,0.0
19,1,1,2,8,0.0
19,1,1,2,10,0.0
19,1,1,2,12,0.0
19,1,1,2,12,0.0
19,1,1,2,13,0.0
19,1,1,3,4,0.0
19,1,1,3,4,0.0
19,1,1,3,4,0.0
19,1,1,3,5,0.0
19,1,1,3,5,0.0
19,1,1,3,6,0.0
19,1,1,3,6,0.0
19,1,1,3,9,0.0
19,1,1,3,10,0.0
19,1,1,3,13,0.0
19,1,1,3,13,0.0
19,1,1,3,15,0.0
19,1,1,3,15,0.0
19,1,1,3,17,0.0
19,1,1,4,0,0.0
19,1,1,4,2,0.0
19,1,1,4,4,0.0
19,1,1,4,4,0.0
19,1,1,4,8,0.0
19,1,1,4,16,0.0
19,1,1,5,6,0.0
19,1,1,5,11,0.0
19,1,1,5,14,0.0
19,1,1,5,14,0.0
19,1,2,1,6,0.0
19,1,2,1,7,0.0
19,1,2,1,7,0.0
19,1,2,1,8,0.0
19,1,2,1,9,0.0
19,1,2,1,9,0.0
19,1,2,1,10,0.0
19,1,2,1,10,0.0
19,1,2,1,10,0.0
19,1,2,1,11,0.0
19,1,2,1,12,0.0
19,1,2,1,12,0.0
19,1,2,1,15,0.0
19,1,2,1,16,0.0
19,1,2,1,21,0.0
19,1,2,1,39,0.0
19,1,2,2,4,0.0
19,1,2,2,4,0.0
19,1,2,2,4,0.0
19,1,2,2,7,0.0
19,1,2,2,7,0.0
19,1,2,2,8,0.0
19,1,2,2,10,0.0
19,1,2,2,10,0.0
19,1,2,2,11,0.0
19,1,2,2,12,0.0
19,1,2,2,14,0.0
19,1,2,2,16,0.0
19,1,2,3,0,0.0
19,1,2,3,3,0.0
19,1,2,3,4,0.0
19,1,2,3,5,0.0
19,1,2,3,6,0.0
19,1,2,3,7,0.0
19,1,2,3,7,0.0
19,1,2,3,7,0.0
19,1,2,3,8,0.0
19,1,2,3,8,0.0
19,1,2,3,9,0.0
19,1,2,3,9,0.0
19,1,2,3,9,0.0
19,1,2,3,10,0.0
19,1,2,3,10,0.0
