,owner_age,owner_gender,geo_zone,vehicle_classification,vehicle_age,duration,n_claims,claim_cost,claim_frequency
201,17,0,4,3,8,0.191781,0,0,0.0
202,17,0,4,3,9,0.509589,0,0,0.0
203,17,0,4,3,10,1.0,0,0,0.0
204,17,0,4,3,15,0.071233,0,0,0.0
205,17,0,5,3,9,0.0,0,0,0.0
206,17,0,6,1,12,0.465753,0,0,0.0
207,17,0,6,2,11,0.252055,0,0,0.0
208,17,1,1,1,1,0.928767,0,0,0.0
209,17,1,1,1,2,0.50137,0,0,0.0
210,17,1,1,1,2,0.008219,0,0,0.0
211,17,1,1,1,4,0.408219,0,0,0.0
212,17,1,1,1,7,0.830137,0,0,0.0
213,17,1,1,1,8,0.410959,0,0,0.0
214,17,1,1,1,9,0.345205,0,0,0.0
215,17,1,1,1,10,0.49589,0,0,0.0
216,17,1,1,1,14,0.50137,0,0,0.0
218,17,1,1,1,16,0.027397,0,0,0.0
219,17,1,1,1,46,0.419178,0,0,0.0
220,17,1,1,2,8,0.59726,0,0,0.0
221,17,1,1,2,8,0.205479,0,0,0.0
222,17,1,1,2,9,0.221918,0,0,0.0
223,17,1,1,2,10,0.383562,1,12810,3.0
224,17,1,1,2,14,0.49863,0,0,0.0
225,17,1,1,3,3,2.153425,0,0,0.0
226,17,1,1,3,3,0.183562,0,0,0.0
227,17,1,1,3,4,0.750685,0,0,0.0
228,17,1,1,3,4,0.260274,0,0,0.0
229,17,1,1,3,5,0.421918,0,0,0.0
230,17,1,1,3,7,1.520548,0,0,0.0
231,17,1,1,3,7,0.893151,0,0,0.0
232,17,1,1,3,8,0.0,0,0,0.0
233,17,1,1,3,9,0.0,0,0,0.0
235,17,1,2,1,2,0.958904,0,0,0.0
236,17,1,2,1,5,2.556164,0,0,0.0
237,17,1,2,1,6,1.013699,0,0,0.0
238,17,1,2,1,7,3.115068,0,0,0.0
239,17,1,2,1,7,1.010959,0,0,0.0
240,17,1,2,1,7,0.531507,0,0,0.0
241,17,1,2,1,8,0.994521,0,0,0.0
242,17,1,2,1,9,1.882192,0,0,0.0
243,17,1,2,1,10,1.252055,0,0,0.0
244,17,1,2,1,12,2.854795,0,0,0.0
245,17,1,2,1,13,0.380822,0,0,0.0
246,17,1,2,1,14,1.079452,0,0,0.0
247,17,1,2,1,16,0.958904,0,0,0.0
248,17,1,2,1,19,0.936986,0,0,0.0
249,17,1,2,2,6,0.353425,0,0,0.0
250,17,1,2,2,7,1.205479,0,0,0.0
251,17,1,2,2,9,0.473973,0,0,0.0
252,17,1,2,2,9,0.0,0,0,0.0
253,17,1,2,2,10,1.430137,0,0,0.0
254,17,1,2,2,10,0.580822,0,0,0.0
255,17,1,2,2,11,1.452055,1,5000,1.0
256,17,1,2,2,11,0.50137,0,0,0.0
257,17,1,2,2,13,0.545205,0,0,0.0
258,17,1,2,2,13,0.391781,0,0,0.0
259,17,1,2,2,14,1.0,0,0,0.0
260,17,1,2,3,3,0.756164,0,0,0.0
261,17,1,2,3,3,0.235616,0,0,0.0
262,17,1,2,3,4,0.493151,0,0,0.0
263,17,1,2,3,5,1.473973,0,0,0.0
264,17,1,2,3,5,0.838356,0,0,0.0
265,17,1,2,3,5,0.2,0,0,0.0
266,17,1,2,3,6,1.139726,0,0,0.0
267,17,1,2,3,7,1.079452,0,0,0.0
268,17,1,2,3,7,0.750685,0,0,0.0
269,17,1,2,3,7,0.252055,0,0,0.0
270,17,1,2,3,8,1.0,0,0,0.0
271,17,1,2,3,8,0.917808,0,0,0.0
272,17,1,2,3,9,0.783562,1,8000,1.0
273,17,1,2,3,10,2.246575,0,0,0.0
274,17,1,2,3,11,0.0,0,0,0.0
275,17,1,2,4,6,0.128767,0,0,0.0
277,17,1,3,1,4,0.630137,0,0,0.0
278,17,1,3,1,5,1.383562,0,0,0.0
279,17,1,3,1,6,0.975342,0,0,0.0
280,17,1,3,1,6,0.342466,0,0,0.0
281,17,1,3,1,7,4.128767,0,0,0.0
282,17,1,3,1,7,0.183562,1,15000,5.0
283,17,1,3,1,8,2.490411,0,0,0.0
284,17,1,3,1,9,0.961644,0,0,0.0
285,17,1,3,1,10,0.106849,0,0,0.0
286,17,1,3,1,11,0.49589,0,0,0.0
287,17,1,3,1,11,0.50411,0,0,0.0
288,17,1,3,1,12,2.536986,0,0,0.0
289,17,1,3,1,12,0.010959,0,0,0.0
290,17,1,3,1,13,0.980822,0,0,0.0
291,17,1,3,1,13,0.279452,0,0,0.0
292,17,1,3,1,14,1.769863,0,0,0.0
293,17,1,3,1,15,0.263014,0,0,0.0
294,17,1,3,1,16,3.369863,0,0,0.0
295,17,1,3,1,17,1.50137,0,0,0.0
296,17,1,3,1,17,0.50137,0,0,0.0
297,17,1,3,1,18,0.276712,0,0,0.0
298,17,1,3,2,3,0.589041,0,0,0.0
299,17,1,3,2,3,0.657534,0,0,0.0
300,17,1,3,2,4,0.216438,0,0,0.0
301,17,1,3,2,6,0.975342,0,0,0.0
302,17,1,3,2,6,0.432877,0,0,0.0
303,17,1,3,2,8,0.50137,0,0,0.0
304,17,1,3,2,10,1.0,0,0,0.0
305,17,1,3,2,11,1.252055,0,0,0.0
306,17,1,3,2,12,4.791781,0,0,0.0
307,17,1,3,2,12,0.99726,0,0,0.0
308,17,1,3,2,13,0.454795,0,0,0.0
309,17,1,3,2,14,0.734247,0,0,0.0
310,17,1,3,2,15,1.413699,0,0,0.0
311,17,1,3,2,16,0.945205,0,0,0.0
312,17,1,3,2,17,0.430137,0,0,0.0
313,17,1,3,3,3,1.0,0,0,0.0
314,17,1,3,3,3,0.161644,0,0,0.0
315,17,1,3,3,4,3.810959,1,15122,0.0
316,17,1,3,3,4,0.010959,0,0,0.0
317,17,1,3,3,5,2.638356,1,822,0.0
318,17,1,3,3,5,0.742466,0,0,0.0
319,17,1,3,3,6,1.441096,0,0,0.0
320,17,1,3,3,7,2.147945,0,0,0.0
321,17,1,3,3,7,1.50411,0,0,0.0
322,17,1,3,3,8,1.446575,0,0,0.0
323,17,1,3,3,8,0.821918,0,0,0.0
324,17,1,3,3,9,0.457534,0,0,0.0
325,17,1,3,3,10,0.969863,0,0,0.0
326,17,1,3,3,12,0.50411,0,0,0.0
327,17,1,3,3,13,0.539726,0,0,0.0
328,17,1,3,5,3,0.243836,0,0,0.0
332,17,1,4,1,1,0.465753,0,0,0.0
334,17,1,4,1,2,0.4,0,0,0.0
337,17,1,4,1,4,1.232877,0,0,0.0
338,17,1,4,1,5,2.939726,0,0,0.0
339,17,1,4,1,5,1.027397,0,0,0.0
341,17,1,4,1,6,1.106849,1,6685,1.0
342,17,1,4,1,7,4.969863,0,0,0.0
343,17,1,4,1,7,0.558904,0,0,0.0
344,17,1,4,1,8,3.810959,0,0,0.0
345,17,1,4,1,8,1.0,0,0,0.0
346,17,1,4,1,8,0.926027,0,0,0.0
347,17,1,4,1,9,1.438356,0,0,0.0
348,17,1,4,1,9,1.0,0,0,0.0
349,17,1,4,1,10,3.079452,0,0,0.0
350,17,1,4,1,11,3.876712,0,0,0.0
351,17,1,4,1,11,0.279452,0,0,0.0
352,17,1,4,1,12,7.660274,0,0,0.0
353,17,1,4,1,12,1.50137,0,0,0.0
354,17,1,4,1,13,2.726027,0,0,0.0
355,17,1,4,1,13,0.238356,0,0,0.0
356,17,1,4,1,13,0.49589,0,0,0.0
357,17,1,4,1,14,1.665753,0,0,0.0
358,17,1,4,1,15,3.334247,0,0,0.0
359,17,1,4,1,15,0.50137,0,0,0.0
360,17,1,4,1,16,4.857534,0,0,0.0
361,17,1,4,1,16,0.0,0,0,0.0
362,17,1,4,1,17,3.306849,0,0,0.0
363,17,1,4,1,18,0.972603,0,0,0.0
364,17,1,4,1,19,0.950685,0,0,0.0
365,17,1,4,1,24,0.805479,0,0,0.0
366,17,1,4,1,28,1.194521,0,0,0.0
367,17,1,4,1,40,0.460274,0,0,0.0
368,17,1,4,1,43,1.0,0,0,0.0
369,17,1,4,2,4,0.49589,0,0,0.0
370,17,1,4,2,5,0.547945,0,0,0.0
371,17,1,4,2,6,0.49863,0,0,0.0
372,17,1,4,2,6,0.50137,0,0,0.0
373,17,1,4,2,7,3.983562,0,0,0.0
374,17,1,4,2,7,0.252055,0,0,0.0
375,17,1,4,2,8,3.547945,0,0,0.0
376,17,1,4,2,8,0.750685,0,0,0.0
377,17,1,4,2,8,0.50137,0,0,0.0
378,17,1,4,2,9,5.989041,0,0,0.0
379,17,1,4,2,9,1.287671,0,0,0.0
380,17,1,4,2,10,6.482192,0,0,0.0
381,17,1,4,2,10,2.868493,0,0,0.0
382,17,1,4,2,11,5.465753,0,0,0.0
383,17,1,4,2,11,0.594521,0,0,0.0
384,17,1,4,2,12,10.97534,0,0,0.0
385,17,1,4,2,12,0.232877,0,0,0.0
386,17,1,4,2,13,3.175342,0,0,0.0
387,17,1,4,2,13,2.421918,0,0,0.0
388,17,1,4,2,14,4.482192,0,0,0.0
389,17,1,4,2,14,1.008219,0,0,0.0
390,17,1,4,2,15,4.635616,0,0,0.0
391,17,1,4,2,15,0.136986,0,0,0.0
392,17,1,4,2,16,3.389041,0,0,0.0
393,17,1,4,2,17,0.989041,0,0,0.0
394,17,1,4,2,18,0.906849,0,0,0.0
395,17,1,4,2,18,0.024658,0,0,0.0
398,17,1,4,3,3,0.268493,0,0,0.0
400,17,1,4,3,4,1.128767,0,0,0.0
401,17,1,4,3,4,0.016438,0,0,0.0
403,17,1,4,3,5,0.0,0,0,0.0
405,17,1,4,3,6,0.745205,0,0,0.0
406,17,1,4,3,7,5.29863,0,0,0.0
407,17,1,4,3,7,1.564384,0,0,0.0
408,17,1,4,3,7,0.249315,0,0,0.0
410,17,1,4,3,8,1.252055,0,0,0.0
411,17,1,4,3,8,0.569863,0,0,0.0
412,17,1,4,3,9,2.646575,0,0,0.0
413,17,1,4,3,9,0.0,0,0,0.0
414,17,1,4,3,10,4.961644,0,0,0.0
415,17,1,4,3,10,1.419178,0,0,0.0
416,17,1,4,3,11,0.49863,0,0,0.0
417,17,1,4,3,11,0.50137,0,0,0.0
418,17,1,4,3,12,0.961644,0,0,0.0
419,17,1,4,3,13,1.161644,0,0,0.0
420,17,1,4,3,14,0.254795,0,0,0.0
421,17,1,4,3,19,0.553425,0,0,0.0
422,17,1,4,3,19,0.446575,0,0,0.0
423,17,1,4,4,1,0.016438,1,20500,61.0
424,17,1,4,5,12,0.134247,0,0,0.0
425,17,1,4,6,8,0.424658,0,0,0.0
426,17,1,4,7,10,0.210959,0,0,0.0
427,17,1,5,1,8,0.986301,0,0,0.0
428,17,1,5,1,17,0.936986,0,0,0.0
429,17,1,5,1,18,0.926027,0,0,0.0
430,17,1,5,2,8,1.00274,0,0,0.0
431,17,1,5,2,10,0.482192,0,0,0.0
432,17,1,5,2,13,0.89863,0,0,0.0
433,17,1,5,2,13,0.079452,0,0,0.0
434,17,1,5,2,14,0.405479,0,0,0.0
435,17,1,5,3,11,0.969863,0,0,0.0
436,17,1,6,1,2,0.863014,0,0,0.0
437,17,1,6,1,4,0.553425,0,0,0.0
438,17,1,6,1,4,0.317808,0,0,0.0
439,17,1,6,1,23,1.0,0,0,0.0
440,17,1,6,2,7,0.452055,0,0,0.0
441,17,1,6,2,9,1.175342,0,0,0.0
442,17,1,6,2,9,0.038356,0,0,0.0
443,17,1,6,2,11,1.216438,0,0,0.0
444,17,1,6,2,12,0.454795,0,0,0.0
445,17,1,6,2,13,1.0,0,0,0.0
446,17,1,6,2,15,0.980822,0,0,0.0
447,17,1,6,3,5,0.372603,0,0,0.0
448,17,1,6,3,7,0.750685,0,0,0.0
449,17,1,6,3,7,0.172603,0,0,0.0
450,17,1,6,3,8,1.747945,0,0,0.0
451,17,1,6,3,8,1.057534,0,0,0.0
452,17,1,6,3,10,0.989041,0,0,0.0
453,17,1,6,6,7,0.150685,0,0,0.0
454,17,1,7,1,12,0.934247,0,0,0.0
455,17,1,7,1,19,0.506849,0,0,0.0
456,17,1,7,2,12,0.986301,0,0,0.0
457,17,1,7,2,12,0.139726,0,0,0.0
458,17,1,7,3,4,0.00274,0,0,0.0
459,18,0,1,1,8,1.0,0,0,0.0
460,18,0,1,2,11,0.778082,0,0,0.0
461,18,0,1,3,9,0.49863,0,0,0.0
462,18,0,1,3,9,0.50137,0,0,0.0
463,18,0,2,1,11,0.928767,0,0,0.0
464,18,0,2,1,12,0.49863,0,0,0.0
465,18,0,2,3,24,0.756164,0,0,0.0
466,18,0,3,1,4,0.649315,0,0,0.0
467,18,0,3,1,6,0.49589,0,0,0.0
468,18,0,3,1,6,0.50411,0,0,0.0
469,18,0,3,1,10,0.953425,0,0,0.0
470,18,0,3,1,16,0.150685,0,0,0.0
471,18,0,3,1,17,1.0,0,0,0.0
472,18,0,3,1,19,2.0,0,0,0.0
473,18,0,3,1,27,0.994521,0,0,0.0
474,18,0,3,1,38,0.106849,0,0,0.0
475,18,0,3,2,12,0.994521,0,0,0.0
476,18,0,3,2,15,0.534247,0,0,0.0
477,18,0,3,3,7,0.931507,0,0,0.0
478,18,0,3,3,7,0.071233,0,0,0.0
479,18,0,3,3,12,1.0,0,0,0.0
480,18,0,3,3,12,0.753425,0,0,0.0
481,18,0,3,5,13,0.235616,0,0,0.0
482,18,0,3,6,16,0.0,0,0,0.0
483,18,0,4,1,8,0.49589,0,0,0.0
484,18,0,4,1,13,0.923288,0,0,0.0
485,18,0,4,1,15,0.827397,0,0,0.0
486,18,0,4,1,15,0.49589,0,0,0.0
487,18,0,4,1,16,0.29589,0,0,0.0
488,18,0,4,1,17,0.649315,0,0,0.0
489,18,0,4,1,18,1.49589,0,0,0.0
490,18,0,4,1,18,0.50411,0,0,0.0
491,18,0,4,1,19,0.0,0,0,0.0
492,18,0,4,1,19,0.49863,0,0,0.0
493,18,0,4,1,19,0.50137,0,0,0.0
494,18,0,4,1,20,1.0,0,0,0.0
495,18,0,4,2,1,0.958904,0,0,0.0
496,18,0,4,2,11,0.994521,0,0,0.0
497,18,0,4,2,14,0.4,0,0,0.0
498,18,0,4,2,15,1.0,0,0,0.0
499,18,0,4,2,16,0.169863,1,2284,6.0
500,18,0,4,2,21,0.49863,0,0,0.0
501,18,0,4,3,1,0.189041,0,0,0.0
502,18,0,4,3,4,0.20274,0,0,0.0
503,18,0,4,3,5,0.931507,0,0,0.0
504,18,0,4,3,8,0.509589,0,0,0.0
505,18,0,4,3,10,1.0,0,0,0.0
506,18,0,4,3,11,0.846575,0,0,0.0
507,18,0,4,3,11,0.093151,0,0,0.0
508,18,0,4,3,13,0.391781,0,0,0.0
509,18,0,5,3,14,0.424658,0,0,0.0
510,18,0,6,2,12,0.526027,0,0,0.0
511,18,0,6,2,13,0.980822,0,0,0.0
512,18,0,6,2,13,0.0,0,0,0.0
513,18,0,6,3,16,0.49863,0,0,0.0
514,18,0,6,4,13,0.405479,0,0,0.0
515,18,0,6,5,2,0.224658,0,0,0.0
516,18,1,1,1,2,1.0,0,0,0.0
517,18,1,1,1,3,0.361644,0,0,0.0
518,18,1,1,1,5,1.446575,0,0,0.0
519,18,1,1,1,5,0.227397,0,0,0.0
520,18,1,1,1,6,0.126027,0,0,0.0
521,18,1,1,1,8,1.0,0,0,0.0
522,18,1,1,1,10,0.969863,0,0,0.0
523,18,1,1,1,15,0.49863,0,0,0.0
524,18,1,1,2,7,0.49589,0,0,0.0
525,18,1,1,2,7,0.252055,0,0,0.0
526,18,1,1,2,9,0.939726,0,0,0.0
527,18,1,1,2,10,0.246575,0,0,0.0
528,18,1,1,2,11,0.591781,0,0,0.0
529,18,1,1,2,11,0.610959,0,0,0.0
530,18,1,1,2,11,0.00274,0,0,0.0
531,18,1,1,2,12,0.224658,1,5100,4.0
532,18,1,1,2,13,0.421918,0,0,0.0
533,18,1,1,2,14,0.923288,0,0,0.0
534,18,1,1,2,14,0.0,0,0,0.0
535,18,1,1,2,17,0.928767,0,0,0.0
536,18,1,1,3,4,1.69589,0,0,0.0
537,18,1,1,3,4,0.30137,0,0,0.0
538,18,1,1,3,4,0.180822,0,0,0.0
539,18,1,1,3,4,0.449315,0,0,0.0
540,18,1,1,3,5,0.260274,0,0,0.0
541,18,1,1,3,5,0.739726,0,0,0.0
542,18,1,1,3,5,0.249315,0,0,0.0
543,18,1,1,3,6,0.449315,0,0,0.0
544,18,1,1,3,6,0.0,0,0,0.0
545,18,1,1,3,7,0.794521,0,0,0.0
546,18,1,1,3,8,0.580822,1,5929,2.0
547,18,1,1,3,8,0.287671,0,0,0.0
548,18,1,1,3,12,0.328767,0,0,0.0
549,18,1,1,3,14,0.463014,0,0,0.0
550,18,1,1,4,3,0.106849,1,14500,9.0
551,18,1,1,4,3,0.512329,0,0,0.0
552,18,1,1,5,9,0.063014,0,0,0.0
553,18,1,1,5,13,0.432877,0,0,0.0
554,18,1,2,1,1,0.49589,0,0,0.0
555,18,1,2,1,2,1.742466,0,0,0.0
556,18,1,2,1,2,0.013699,0,0,0.0
557,18,1,2,1,3,0.405479,0,0,0.0
558,18,1,2,1,4,0.49589,0,0,0.0
559,18,1,2,1,4,0.520548,0,0,0.0
560,18,1,2,1,6,1.630137,0,0,0.0
561,18,1,2,1,6,1.00274,0,0,0.0
562,18,1,2,1,7,1.835616,0,0,0.0
563,18,1,2,1,7,1.0,0,0,0.0
564,18,1,2,1,8,2.457534,1,9616,0.0
565,18,1,2,1,8,2.50137,0,0,0.0
566,18,1,2,1,9,1.276712,0,0,0.0
567,18,1,2,1,10,1.89589,0,0,0.0
568,18,1,2,1,10,0.265753,0,0,0.0
569,18,1,2,1,11,1.709589,0,0,0.0
570,18,1,2,1,12,0.942466,0,0,0.0
571,18,1,2,1,13,0.964384,0,0,0.0
572,18,1,2,1,13,1.0,0,0,0.0
573,18,1,2,1,14,2.490411,0,0,0.0
574,18,1,2,1,15,1.0,0,0,0.0
